Feature,Mean,Std,Min,Max,25%,50%,75%,Skewness,Kurtosis
Ch4_Min,-1.615276595344339,0.4001648964835005,-2.627635832899293,-0.9011625541907288,-1.9271666431317573,-1.6401499588727442,-1.199101375174024,0.0030918372640015407,-1.1860981225467393
Ch4_Max,1.612668279896073,0.3920418916865949,0.9080647474590717,2.4432655354176767,1.2174599425580124,1.6553761855643003,1.9416694742509233,0.008996694244010046,-1.205784134272584
Ch4_Skew,0.002178545044735382,0.06643914759178561,-0.18717861736096386,0.25982918048900044,-0.04227041731781726,0.0024974254217971763,0.04552981572978734,0.051188322834472756,0.46806115244143953
Ch4_Kurt,-0.48531982126633033,0.4627936975442902,-1.192047966266666,0.2611806645411079,-1.0608961310483123,-0.28125506367685893,-0.11349926178986569,-0.38786861113384147,-1.5122817719620845
Ch5_Mean,-0.0012743450111244654,0.015383464130806924,-0.05005667589689926,0.051974298606425495,-0.012025192467063737,-0.0006840276507135519,0.009612725798612444,-0.15063444727520492,0.27409109967684264
Ch5_Std,0.6737899321603129,0.20929132857406108,0.40963002929133946,0.9997379827683477,0.44232631209072015,0.6469707522712823,0.9233204229529596,0.1651323801221551,-1.555838694972021
Ch5_Min,-1.6985022296245176,0.4035202097107402,-2.7696938220521234,-1.040589095231895,-2.0166445765147847,-1.7160404910613947,-1.291269835772464,-0.13032531831754302,-0.9661581342631824
Ch5_Max,1.7062694292744358,0.37819961831468085,1.0182207598035973,2.7117790428408908,1.331578342266609,1.7157135987541037,2.036867564005184,0.008436347230913192,-1.1265273917433085
Ch5_Skew,-0.0041465755150053955,0.06355285828713791,-0.2101428571383645,0.21410223405035594,-0.038837060165373555,-0.005132406285029697,0.03696851487299138,0.1100238831220315,1.074915219749112
Ch5_Kurt,-0.46886904610410807,0.42735232757101854,-1.1420636613508428,0.33983590189759827,-0.9896948924957827,-0.2844432268493853,-0.14270079277506154,-0.3687997574673174,-1.4523892816974628
Ch6_Mean,-0.0016905317920617553,0.016406668083548407,-0.06457754115673814,0.05863411939338044,-0.01320342186672952,-0.0006671115507139477,0.00948452405388283,-0.11631052443818869,0.8369622457399108
Ch6_Std,0.6961544040762006,0.20463517173577384,0.43833510935229747,1.0030095722685755,0.4724827406254678,0.6677140330659979,0.9413697474618681,0.1879349686550847,-1.551479579283497
Ch6_Min,-1.8066489811720954,0.3884704592086906,-2.739441344284508,-1.0861313782337407,-2.1266427873924387,-1.825075881653901,-1.432564646744324,-0.06259697347040623,-1.1225028894406168
Ch6_Max,1.7920462569817692,0.3724697357372493,1.1326459064604726,3.0296442405886004,1.451950214505286,1.791717588822554,2.097250353850082,0.15473633084364358,-0.7937098285291913
Ch6_Skew,0.005465409937097592,0.07316396831066925,-0.21522300049121765,0.250556256519412,-0.04284679982959662,0.0013678010050838694,0.045033553395447984,0.16453228363852818,0.5977163867083202
Ch6_Kurt,-0.4231660177258629,0.4237426060790469,-1.1115889159133123,0.43968875969954535,-0.915686055319211,-0.2636723534535421,-0.10063566806450552,-0.3372965842488828,-1.4011449569456225
Ch7_Mean,0.0007477101846241499,0.017372513185859167,-0.05039029546139884,0.05343625684780222,-0.009226657117573306,0.0013332699561384364,0.012387589880855454,-0.1592155369727344,0.18683780180373954
Ch7_Std,0.721109884026747,0.19596111927474363,0.47546032134432864,1.0049306850888255,0.5073032052281979,0.6948805717964808,0.9522407553414928,0.18129577750613218,-1.5488625986809255
Ch7_Min,-1.8854333478311316,0.37565310956018716,-2.845930251417895,-1.1223271514443287,-2.1886999453428326,-1.896068226595709,-1.53324036344906,0.005040085419429155,-0.9940851657065979
Ch7_Max,1.9091232881187814,0.38068626766341884,1.2228648936577529,2.9882214962758966,1.5674303443895943,1.9261963157648212,2.195620300211778,0.08204361338143853,-0.8816901067009604
Ch7_Skew,0.0024391505281676305,0.08077964576340538,-0.2270378456087388,0.26782875840531106,-0.04683827969537933,0.001208189774884546,0.04840690139100558,0.10410255496038323,0.49792433486816945
Ch7_Kurt,-0.3983863230690386,0.3983905688965129,-1.0837829412991895,0.3756009515170824,-0.8600847494925581,-0.2606727929963757,-0.0844437296502315,-0.27203211403158856,-1.345451516509946
Ch8_Mean,-0.000261608062096182,0.020383548831755534,-0.054035451335527625,0.05600977560197267,-0.01528980230570311,0.00036130602927217695,0.013119988597795862,0.09502050934485302,-0.16576608980434404
Ch8_Std,0.7492150621963499,0.18891657186200345,0.5022421703782411,1.0365223672596708,0.5459081249107854,0.7202978124130142,0.9727983104126208,0.1985960831578159,-1.5491528327275297
Ch8_Min,-2.03652833933808,0.404053249173802,-3.076484505629473,-1.2551274879067489,-2.3391412266498115,-2.0643746886331646,-1.6718147348289076,-0.057911051642315706,-0.8227981587504516
Ch8_Max,2.0322952700493,0.39405805788282444,1.239462891972479,3.275653658433161,1.6898237290226814,2.042558973160773,2.3309293997376437,0.10991045402990433,-0.5317141956691178
Ch8_Skew,-0.006874625059066177,0.08909984453026927,-0.3352638171659424,0.2607607246121973,-0.06322331396344337,-0.009362370482585862,0.049423146220570396,-0.04361307983223266,0.8523784267757422
Ch8_Kurt,-0.34822402015685583,0.3808273126298002,-1.0378971135698172,0.4582167081342017,-0.766434326497379,-0.2327715376752857,-0.0538165890111193,-0.24364357910406143,-1.2537500708756344
Ch9_Mean,0.0013008212633172332,0.02114035499086252,-0.050135380283120645,0.07168568089570163,-0.013781487504721461,0.0014531499053431676,0.01738535351415036,0.006303889293815992,-0.2005453307375551
Ch9_Std,0.7787062357678611,0.18532419694974783,0.5450124581562221,1.0933806376003814,0.584132518538965,0.7457361785565,0.9959969914758969,0.2301209938438028,-1.5264834558916125
Ch9_Min,-2.1205454304649884,0.3822091459866407,-3.195495929824049,-1.3395151041407622,-2.3961237578167984,-2.1372374123171296,-1.8132541237082553,-0.06105842790855238,-0.7412115586221675
Ch9_Max,2.118644538675676,0.3822985043975545,1.355398507349229,3.0619812884550925,1.7949715983335488,2.127091575366165,2.4294313605156774,0.015030568101579348,-0.8765017371757353
Ch9_Skew,-0.00421861555454188,0.08430694483561002,-0.2301821958868098,0.23098791676908537,-0.059868880194130655,0.0030670315030736097,0.05646750112385787,-0.1893698060129142,-0.06204861353367486
Ch9_Kurt,-0.33740703218099516,0.3599960421805538,-1.0144492181162363,0.5467294827829257,-0.7260748446365016,-0.24191853499137195,-0.04451882339303137,-0.13837925238833862,-1.1472686162297405
Ch10_Mean,0.0006972978125338307,0.023097460081209928,-0.07123345712547015,0.07593052668728906,-0.01369994016114018,7.50880762784411e-05,0.014963442761813514,0.148742541300759,0.33851924167149994
Ch10_Std,0.8079597086148819,0.1743420172410571,0.5681655227654925,1.0691285844118263,0.6270321916584025,0.7794743551234584,1.0110789225025252,0.2076659971468202,-1.5241079373863646
Ch10_Min,-2.25613576498985,0.40441501466065705,-3.316461007962878,-1.5175530394410202,-2.5761386688532895,-2.2429185397522184,-1.9323353427238974,-0.21357315020798162,-0.6935437924982963
Ch10_Max,2.2526547722742176,0.3881168020371046,1.5483453092191466,3.4155449966108256,1.9269609238231595,2.2691238109183516,2.52983659775361,0.17870503070763194,-0.5441630364096581
Ch10_Skew,-0.0026561351586659224,0.08856035864247526,-0.2754789150704012,0.22995768781551945,-0.05979344275411613,-0.005693571264633187,0.05519687212257111,-0.0041927046677154274,0.1038270979956808
Ch10_Kurt,-0.2843408022244754,0.32395079068009086,-0.9458137050810969,0.4499557511664616,-0.6204813793947257,-0.2082624569951661,-0.03635304608799006,-0.15447672389424574,-1.096267078408843
Ch11_Mean,-0.000785731185542995,0.027767464495104734,-0.07932981127280579,0.06881036637029007,-0.01885936120410095,0.00042102243780467626,0.017040379084435873,-0.12761911825432717,0.06010735944123802
Ch11_Std,0.8418584496869307,0.1710425300570699,0.6107438915249023,1.1262350365524902,0.6643432794107362,0.8150462769738125,1.0425261062718472,0.2185891628585108,-1.5191467294793943
Ch11_Min,-2.3964799318148695,0.404150299499511,-3.947625325587968,-1.609684003219789,-2.671804944980784,-2.36595671779794,-2.083906254510664,-0.24671916180069875,-0.07946495795566078
Ch11_Max,2.366525401458006,0.4157490190130467,1.483372842706843,3.2723254090074967,2.038975605380033,2.358175776396088,2.6792684935768474,0.09423062410406434,-0.8079233048867249
Ch11_Skew,-0.0047252908263768385,0.09094464833632121,-0.2889313172167444,0.3280630893544713,-0.06176471207583608,-0.009396517057730237,0.05383627938851837,0.16284373168876543,0.6659863435178712
Ch11_Kurt,-0.25977943136495585,0.32400740021576374,-0.939612116899132,0.5747694385584041,-0.5678042873422814,-0.22848851675616322,-0.01395732003241823,-0.014164353124990123,-0.8743158889912284
Ch12_Mean,-0.0011818951088482116,0.028432075732851045,-0.06814718012581505,0.09252705998719328,-0.021740806816907585,-0.0011819736653374295,0.01950740257793994,0.12416917828241102,-0.3507420287717502
Ch12_Std,0.8779212600163296,0.16558552265101686,0.6431967593733778,1.1588817342319484,0.709392731766737,0.8472128750873864,1.068918355027029,0.2623442134363658,-1.5091302274687648
Ch12_Min,-2.4985971368580686,0.4297563583133784,-3.8513387152546894,-1.5494773295760078,-2.7980218666718555,-2.472981071958524,-2.1462271920612093,-0.3132294444157219,-0.464539737095345
Ch12_Max,2.524336748612603,0.4120540607417405,1.4058771265898253,3.6224630150091564,2.1685734894261817,2.5124793261848506,2.795421465522783,0.2006741150483383,-0.4566956224835832
Ch12_Skew,0.003316830187725891,0.08770708666348236,-0.2677145222118088,0.3665609426717505,-0.05319038645532879,0.0003865441388739779,0.058517849146790146,0.2171024173211866,0.8216661668671037
Ch12_Kurt,-0.23898083993696406,0.30335460656127794,-0.7953794787992492,0.5811521468198166,-0.5200362550861932,-0.19761039933903435,-0.018544789724213362,0.08647206714931159,-0.7552523967278932
Ch13_Mean,-0.0013073508143391411,0.03002013302650448,-0.08303957326771104,0.09883974886145382,-0.021670716162320386,-0.00035203116273632446,0.01948410952775434,-0.11940682607138993,-0.006514919983839462
Ch13_Std,0.9109471660489459,0.1573438486445153,0.6913636682426239,1.1770410508303717,0.7538832961999973,0.8800632523199632,1.091530137312864,0.24265442793768854,-1.492400782243806
Ch13_Min,-2.5797097797823723,0.3896713891645618,-3.6492308786423506,-1.7133671017372378,-2.8789516703509905,-2.60838297798139,-2.2750422955249716,0.026402781246791362,-0.5821953811577041
Ch13_Max,2.5895928245238697,0.39159842833123654,1.6527550805244993,4.101735430781745,2.2994927659539286,2.572192608779335,2.8321905987295453,0.45476317570545904,0.4568035715496013
Ch13_Skew,0.005316959251675528,0.08776749716462841,-0.28252410157528,0.2532903077314011,-0.05059075061015668,0.008446042717845898,0.057552588675596955,-0.08428646863281494,0.4098920812448732
Ch13_Kurt,-0.23469301551255625,0.2910149490799129,-0.7399495485672429,0.8475610569507221,-0.49433468008182035,-0.22533410754100047,-0.0386060806130013,0.35862764091500443,-0.14514829577478006
Ch14_Mean,0.0015311663287162322,0.030356331452012098,-0.06339047478741261,0.08987892429728778,-0.020489210626528843,0.0029164863467916946,0.02349808627075133,0.16767103496743768,-0.39375625101663747
Ch14_Std,0.949488330681312,0.1536348958097955,0.7296947750336689,1.2112698133819337,0.7950450899422155,0.915530422521353,1.1272447547659061,0.26777347352167463,-1.4651934821165098
Ch14_Min,-2.7194707891421364,0.40160903543635973,-3.9391312779033214,-1.8880009739066965,-2.9940034366580885,-2.7161055527761757,-2.4090977498406576,-0.2492298590876829,-0.4675054220236996
Ch14_Max,2.75468101876663,0.4200033524679898,1.9039942571884434,4.550727096247864,2.445959025053127,2.6975400131820684,3.027086663417772,0.6055271075835352,0.7499484811131847
Ch14_Skew,0.0017648922257126158,0.08602779634297765,-0.3229244362153619,0.2663240520236446,-0.05840339481973753,0.0013559808432458383,0.05581138856614645,-0.013360056820394468,0.5339639555497557
Ch14_Kurt,-0.19005714518255523,0.26655041705108495,-0.7607145407535696,0.6105052905456319,-0.41141738616573,-0.1823656584588662,0.00838699913879315,0.2279864016444739,-0.4662819489190335
Ch15_Mean,-0.0009792477706154175,0.03492205461714069,-0.09038375174988122,0.08643293950907588,-0.02474510860600044,-0.0006662530473795876,0.02485954398000348,-0.0805043868599352,-0.3421808518937932
Ch15_Std,0.9875852313777975,0.14765851200599295,0.772172369114664,1.2594932372714804,0.8447817748063923,0.9514421811962461,1.155095270455568,0.27665075347608364,-1.454123198960937
Ch15_Min,-2.883629324803675,0.4269522737600913,-4.235104736966946,-2.034304356498951,-3.1726192201820083,-2.850251586736868,-2.549189426978872,-0.3957146810725579,-0.31778087031709923
Ch15_Max,2.87125938148264,0.43117735209527885,1.9358664017792937,4.057372278549605,2.569771493181416,2.8375761290794808,3.1426284032741587,0.34388637164486735,-0.2832453099753858
Ch15_Skew,0.00017678882720564997,0.10160262214465182,-0.2885698294174144,0.3303808318775969,-0.06731980201449371,-0.0066767945210394405,0.06412830324099814,0.16108154913223713,0.37609519178605755
Ch15_Kurt,-0.15738685804061806,0.2556273326216938,-0.7062929608023896,0.8043561541597084,-0.3372986902103928,-0.17423630872585294,0.02429395797478895,0.28206501112191673,-0.04060526249284013
Ch16_Mean,-0.000946701763741781,0.033490905501011005,-0.10604563879843998,0.10164640479958673,-0.020346429797538004,-0.0001915921781502853,0.02127086728867774,-0.177912980493103,0.19468133316779657
Ch16_Std,1.0245341362951415,0.1379608975278255,0.8096375754774978,1.2882262337051673,0.892610262621439,1.0007866043738387,1.1780653614649212,0.23721785103126863,-1.4229514354077406
Ch16_Min,-2.961952245253182,0.42372627267246665,-4.2340240909295215,-1.9400600883235477,-3.2692850799784394,-2.9612068201100294,-2.6451425093789243,-0.12693708113046998,-0.3229856463395606
Ch16_Max,2.982753003072454,0.41038227675607075,2.1343958186558103,4.0558492978033565,2.6781102515510264,2.956583906793155,3.280900109566709,0.2496037175813262,-0.48389989338733264
Ch16_Skew,0.00701214523161819,0.09196370030628442,-0.20715614999499585,0.2617027965390684,-0.05906094410094956,0.0023923049237594,0.07514709877277939,0.07885165859887462,-0.38155953277901267
Ch16_Kurt,-0.1672271538955994,0.24013287201124164,-0.6942954333583429,0.6403714631962534,-0.3497496732443536,-0.16492200381443234,-0.007069575611569956,0.32805367451926204,-0.07946747538373433
Ch17_Mean,-0.0017162819718737352,0.04024677499784702,-0.12502677474675392,0.15430512870081908,-0.027681369614029092,-0.0024172741669055324,0.022707604812881692,0.13861365607042064,0.5593292082882906
Ch17_Std,1.06579264662655,0.13357368824542182,0.8615057164570876,1.2945688948527558,0.9393304160090408,1.0383302296587646,1.2126570153382688,0.2594044985547966,-1.4410598785612965
Ch17_Min,-3.1415926851798806,0.4463960728200419,-4.60112757307686,-2.183779758739105,-3.414300029855948,-3.112642936531201,-2.8147060770670604,-0.5163240589412498,-0.004758048107295743
Ch17_Max,3.114692313380249,0.44498969639210123,2.1470228084333636,4.4783287999013695,2.7965364764703815,3.036283368503636,3.364496558980249,0.5220974577474593,0.05768644477429419
Ch17_Skew,-0.0022619769662397403,0.10017815940633683,-0.3637761679496014,0.3690088772097167,-0.07262345272946708,-0.002406319071468566,0.0613106949175993,0.047407563659719563,0.6407759080594548
Ch17_Kurt,-0.15111313331346077,0.252026096082882,-0.6848890389947928,0.6523090222705661,-0.3263827431224391,-0.14920205761248506,-0.0027197711016699877,0.45096013874221075,0.13136702894689511
Ch18_Mean,-0.0026543370728498786,0.038581149893461376,-0.11010927133774397,0.091576963171316,-0.02903259361550303,-0.001587583229035525,0.027711471869410653,-0.1755890538599087,-0.34781520624310813
Ch18_Std,1.1057549488844411,0.13188963922320687,0.9011656915358639,1.3512772011972418,0.987623091490734,1.0722937395754724,1.2528295135627783,0.3292364272823945,-1.3941010693625397
Ch18_Min,-3.2687042283235357,0.442889353721056,-4.625077729428618,-2.307389918133924,-3.5421209474346877,-3.270876640042609,-2.947258501528694,-0.28611391829648936,-0.16573746500789
Ch18_Max,3.280311678066402,0.44713782017837284,2.3086773067403477,4.778576258370637,2.960741955714883,3.2194430928529503,3.554842471681771,0.5946439028481386,0.07310207021865134
Ch18_Skew,-0.006624424873219327,0.09198687975357674,-0.2794501229358838,0.318513019211654,-0.06625857735424971,-0.002720471997182371,0.052282712224481526,-0.005843407071485176,0.19499690238209766
Ch18_Kurt,-0.11388204526334629,0.23613968128249663,-0.5971364346753045,0.6171261085513882,-0.2854659399200482,-0.12537288145859238,0.03726088961799057,0.44382403468706916,0.029973753549909166
Ch19_Mean,0.0006227866917766081,0.04095318081693482,-0.10056482297312,0.12185565654329206,-0.026338984355131642,1.5147539911088137e-05,0.02656620072273038,0.07139482379014346,-0.08594870595220527
Ch19_Std,1.150375777094135,0.1284442152735409,0.9377762890977893,1.423970522900531,1.0366640193398529,1.1213781768752193,1.2890717561661655,0.28836618833223343,-1.3263263257292057
Ch19_Min,-3.3824767229416937,0.4711847798909128,-4.9883948867493855,-2.33956409092108,-3.663722332813972,-3.3137431325760387,-3.0767733129146824,-0.6503753434573327,0.6352390861098205
Ch19_Max,3.394230257112755,0.47756325196523625,2.3952828392239858,4.92920614239231,3.068132272267011,3.3490102691523167,3.6661982614539514,0.6123647231184136,0.48250082781948267
Ch19_Skew,-0.0003635662127390247,0.10158892917081534,-0.328497795496742,0.2594281586256524,-0.06783062575582552,0.0036967409662367547,0.06556543315460824,-0.13008993502614546,-0.04587316988337653
Ch19_Kurt,-0.13176956375448415,0.2182976464098612,-0.599328720649627,0.6793015249662981,-0.26961127028631615,-0.16482213413237612,-0.0012494863599028516,0.4955624463233367,0.4585751680338763
Ch20_Mean,0.004162633954033725,0.04482754677567319,-0.12394484227798475,0.11518498438396815,-0.025729845209066862,0.004161559113015195,0.03265627585319478,0.0691042154433825,-0.3213020614807598
Ch20_Std,1.189546881750781,0.1203013790561406,0.9932678878035545,1.4070396763366506,1.083110534261757,1.162958713600385,1.3180880580009124,0.26203547714358816,-1.3586161504468017
Ch20_Min,-3.491199728689184,0.49423121324772046,-5.0435115179552374,-2.4499516679653297,-3.756116363586533,-3.451927457608455,-3.14120078819415,-0.5579434752221262,0.30138756738465533
Ch20_Max,3.5031398035367216,0.4548557679464907,2.4086459273245078,5.429614125347692,3.1928499840650306,3.486209435964743,3.8072071177129576,0.3333643139848934,0.40312586839974207
Ch20_Skew,0.008865453576391569,0.09774497410848744,-0.28582061198549447,0.25762260156384126,-0.057616482051948796,0.017614014331037414,0.07741568700948401,-0.3603282536659834,-0.05186282613621174
Ch20_Kurt,-0.11961150585724575,0.21354985277895125,-0.5938013178593571,0.6854538584745296,-0.2780217853217455,-0.14179134833731388,0.027605460094494383,0.381583889202228,0.0005331539207675817
Ch21_Mean,0.0008028343822759465,0.04729414621907093,-0.1321438142627706,0.13682543720001922,-0.032221418252958024,0.0007696014408047442,0.032916823508290845,-0.03193613805583031,-0.06145775446760293
Ch21_Std,1.2292962841460178,0.12185130736528556,1.024793856424987,1.46827717084318,1.120672065906383,1.2009751921574914,1.353756386989899,0.3378344398349644,-1.2549151806122387
Ch21_Min,-3.6694220030346507,0.5137138767096383,-5.399646978893831,-2.661396882714223,-3.968762021509,-3.606647623463023,-3.2983162831197044,-0.6574426312674927,0.26087639418198316
Ch21_Max,3.7156592670828648,0.5121741668640936,2.4236321978417643,5.13676039239467,3.346706637549486,3.650849418586977,4.061116491782664,0.5368635283528735,0.018484786513096818
Ch21_Skew,0.004539017460249007,0.1045432053804274,-0.3113960865553446,0.3131395238227451,-0.06955285812797955,0.005223364005205094,0.0732200859261116,-0.03076353049770905,0.03561528565708372
Ch21_Kurt,-0.07325722606828126,0.21542766562944407,-0.642041764416128,0.6575767922392606,-0.22412706624004874,-0.0925171690462343,0.05735017455295732,0.40301887122545677,0.3118811063986633
Ch22_Mean,6.693913364674029e-05,0.046003386343990996,-0.13566582031373892,0.118620402307085,-0.02701233153534012,8.268711152662964e-05,0.03228815575534034,-0.17183975930328202,-0.10666873635941876
Ch22_Std,1.2753754551365797,0.11945381185821599,1.0368360670214645,1.52275888337659,1.1729949470350012,1.250515057848998,1.395353442000678,0.2980352862246437,-1.1834939796244148
Ch22_Min,-3.772121334387631,0.5480571837417392,-5.477131576668818,-2.529274685883399,-4.127757106322089,-3.704636422744536,-3.3695871577205274,-0.3904256225824006,-0.03763108690733841
Ch22_Max,3.781443061261635,0.5155193009149456,2.7735451669391056,5.567116929599402,3.4093716417352096,3.717755179972846,4.086867341633562,0.6183227578282302,0.2921715857980951
Ch22_Skew,0.00036986117124141225,0.0989871744538274,-0.26656009004651415,0.24680973841638612,-0.06811601756665052,0.003070569762344436,0.06844475552413073,-0.13570827410655148,-0.34117960267145486
Ch22_Kurt,-0.11085497718852999,0.1946477557571356,-0.5637199912062272,0.5438709241314332,-0.24674094504453892,-0.1444352836408047,-0.0066898906233456845,0.7000091898156875,0.43422035838033324
Ch23_Mean,-2.8672545496956954e-05,0.04834149306949495,-0.16274245840623852,0.124652223241667,-0.03202995511577709,0.001335112798164926,0.031881209581040564,-0.11765159024058372,0.24685146317067463
Ch23_Std,1.3202876249513118,0.11782158183517798,1.1054169180733813,1.5856151345061515,1.2195657931653103,1.292609874780521,1.4443874211809358,0.30420669713045234,-1.214720364289827
Ch23_Min,-3.932841969656319,0.4941186341456689,-5.353030589872928,-2.86697189692936,-4.232814974642572,-3.9378566395752927,-3.5842754496255087,-0.32831887567846024,-0.2624792297778127
Ch23_Max,3.985948568519034,0.5370336073479691,2.944014050785898,5.397127542123635,3.5890964385089212,3.9327178182403033,4.347766420453137,0.3574537066634882,-0.45411357845806766
Ch23_Skew,0.014287085254464564,0.09859089257105397,-0.3149628101419823,0.25090948628481374,-0.049935759705268395,0.011141559975589604,0.08467835344778321,-0.1594082979502666,0.045475188465613936
Ch23_Kurt,-0.08205879153947608,0.2106078872871149,-0.527289606214004,0.72791625003167,-0.226398494969264,-0.10004886673172098,0.03282395876424893,0.7928065636662539,1.0906667745556833
Ch24_Mean,-0.004105173893894484,0.04994324006347029,-0.14472985717429213,0.17942963924564306,-0.0427429894476694,-0.004305477180728062,0.028870251011895595,0.12729714649649265,0.10501333239389421
Ch24_Std,1.3633849438664551,0.11242085769259691,1.160585698010764,1.6303668247874412,1.2660833161251621,1.341273470457155,1.4728471824002844,0.338027588706936,-1.095166235091411
Ch24_Min,-4.06427968532629,0.5212570826156878,-6.083313924856823,-2.8976438006981358,-4.371589155114066,-3.971736069808426,-3.7237288789344816,-0.6923916187214174,0.7954208801450466
Ch24_Max,4.053935478672384,0.5608205471811428,2.8007645078204866,6.078191385899409,3.6226219722502644,4.012634039951478,4.421932716936205,0.447547288584664,-0.004327333451118687
Ch24_Skew,6.162999713230723e-05,0.09868829974586243,-0.30840853985748307,0.20940344690954055,-0.06680329317531922,0.011446928417729957,0.06701301667551432,-0.41578910666014507,-0.04026855740742841
Ch24_Kurt,-0.0919006151415404,0.21035420853390155,-0.540141715711377,0.970471821236278,-0.23383705266935562,-0.11602002901222486,0.028823459304808785,0.8620199516769498,2.1127128249761107
